Ruta,Etiqueta,predictions
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/43.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/44.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/45.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/46.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/47.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/48.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/49.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/50.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/51.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/52.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/53.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/54.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/55.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/56.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/57.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/58.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/59.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/60.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/61.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/62.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/63.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/64.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/65.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/66.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/67.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/68.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/69.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/70.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/71.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/72.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/73.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/74.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/75.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/76.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/77.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/78.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/79.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/80.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/81.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/82.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/83.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/84.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/85.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/86.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/87.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/88.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/89.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/90.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/91.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/92.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/93.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/94.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/95.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/96.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/97.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/98.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/99.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/100.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/101.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/102.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/103.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/104.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/105.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/106.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/107.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/108.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/109.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/110.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/111.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/112.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/113.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/114.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/115.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/116.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/117.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/118.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/119.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/120.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/121.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/122.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/123.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/124.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/125.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/126.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/127.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/128.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/129.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/130.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/131.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/132.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/133.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/134.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/135.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/136.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/137.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/138.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/139.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/140.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/141.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/142.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/143.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/144.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/145.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/146.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/147.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/148.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/149.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/150.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/151.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/152.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/153.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/154.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/155.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/156.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/157.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/158.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/159.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/160.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/161.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/162.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/163.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/164.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/165.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/166.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/167.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/168.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/169.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/170.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/171.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/172.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/173.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/174.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/175.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/176.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/177.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/178.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/179.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/180.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/181.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/182.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/183.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/184.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/185.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/186.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/187.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/188.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/189.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/190.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/191.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/192.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/193.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/194.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/195.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/196.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/197.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/198.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/199.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/200.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/201.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/202.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/203.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/204.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/205.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/206.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/207.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/208.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/209.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/210.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/211.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/212.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/213.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/214.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/215.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/216.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/217.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/218.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/219.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/220.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/221.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/222.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/223.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/224.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/225.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/226.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/227.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/228.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/229.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/230.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/231.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/232.wav,0.0,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/233.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/234.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/235.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/236.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/237.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/238.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/239.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/240.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/241.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/242.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/243.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/244.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/245.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/246.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/247.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/248.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/249.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/250.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/251.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/252.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/253.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/254.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/255.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/256.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/257.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/258.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/259.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/260.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/261.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/262.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/263.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/264.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/265.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/266.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/267.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/268.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/269.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/270.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/271.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/272.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/273.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/274.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/275.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/276.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/277.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/278.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/279.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/280.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/281.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/282.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/283.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/284.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/285.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/286.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/287.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/288.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/289.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/290.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/291.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/292.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/293.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/294.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/295.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/296.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/297.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/298.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/299.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/300.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/301.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/302.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/303.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/304.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/305.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/306.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/307.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/308.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/309.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/310.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/311.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/312.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/313.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/314.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/315.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/316.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/317.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/318.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/319.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/320.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/321.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/322.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/323.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/324.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/325.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/326.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/327.wav,0.0,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/328.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/329.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/330.wav,,1
/kaggle/input/datosss/MMUSED-fallacy/audio_clips/47_2024/331.wav,,1
