Texto,Etiqueta
And that's why in this campaign I'm telling you exactly what I want to do.,0.0
I am answering your questions.,0.0
"I am trying to provide leadership now, before the election, so that the American people can participate in that decision.",0.0
"And I think tonight, as we contrast for the first time our differing approach to government, to values, to the leadership in this country, I think as this debate goes forward, the American people will have for the first time a chance to weigh the two of us against each other.",0.0
"And I think, as a part of that process, what I am trying to say will come across, and that is that we must lead, we must command, we must direct, and a President must see it like it is.",0.0
"He must stand for the values of decency that the American people stand for, and he must use the power of the White House to try to control these nuclear weapons and lead this world toward a safer world.",0.0
"Well, whether he does or not, let me suggest my own idea about the leadership factor, since you've asked it.",0.0
"And, incidentally, I might say that with regard to the 25-percent cut in Social Security -- before I get to the answer to your question -- the only 25-percent cut that I know of was accompanying that huge 1977 tax increase, was a cut of 25 percent in the benefits for every American who was born after 1916.",0.0
"Now, leadership.",0.0
"First of all, I think you must have some principles you believe in.",0.0
"In mine, I happen to believe in the people and believe that the people are supposed to be dominant in our society -- that they, not government, are to have control of their own affairs to the greatest extent possible, with an orderly society.",1.0
"Now, having that, I think also that in leadership -- well, I believe that you find people, positions such as I'm in who have the talent and ability to do the things that are needed in the various departments of government.",0.0
I don't believe that a leader should be spending his time in the Oval Office deciding who's going to play tennis on the White House court.,0.0
"And you let those people go with the guidelines of overall policy, not looking over their shoulder and nitpicking the manner in which they go at the job.",1.0
"You are ultimately responsible, however, for that job.",0.0
But I also believe something else about that.,0.0
"I believe that -- and when I became Governor of California, I started this, and I continue it in this office -- that any issue that comes before me, I have instructed Cabinet members and staff they are not to bring up any of the political ramifications that might surround the issue.",0.0
I don't want to hear them.,0.0
I want to hear only arguments as to whether it is good or bad for the people -- is it morally right?,0.0
"And on that basis and that basis alone, we make a decision on every issue.",0.0
"Now, with regard to my feeling about why I thought that his record bespoke his possible taking us back to the same things that we knew under the previous administration, his record is that he spoke in praise of deficits several times, said they weren't to be abhorred -- that, as a matter of fact, he at one time said he wished the deficit could be doubled, because they stimulate the economy and helped reduce unemployment.",0.0
Our policy was not to cut subsidies.,0.0
"We have believed in partnership, and that was an example of a partnership between, not only local government and the Federal Government but also between the private sector that built that particular structure.",0.0
"And this is what we've been trying to do, is involve the Federal Government in such partnerships.",0.0
"We are today subsidizing housing for more than 10 million people, and we're going to continue along that line.",0.0
"We have no thought of throwing people out into the snow, whether because of age or need.",0.0
"We have preserved the safety net for the people with true need in this country, and it has been pure demagoguery that we have in some way shut off all the charitable programs or many of them for the people who have real need.",0.0
"The safety net is there, and we're taking care of more people than has ever been taken care of before by any administration in this country.",0.0
"Well, I guess I'm reminded a little bit of what Will Rogers once said about Hoover.",0.0
"He said, ""It's not what he doesn't know that bothers me; it's what he knows for sure that just ain't so.''",0.0
It's not an opinion; it's a fact.,0.0
"And when the President was asked the other day, ""What do you want to cut in the budget?",0.0
"'', he said, ""Cut those things I asked for but didn't get.''",0.0
The second fact is that the housing unit for senior citizens that the President dedicated in Buffalo was only made possible through a Federal assistance program for senior citizens that the President's budget sought to terminate.,0.0
"So, if he'd had his way, there wouldn't have been any housing project there at all.",0.0
"This administration has taken a meat cleaver out, in terms of Federal-assisted housing, and the record is there.",0.0
We have to see the facts before we can draw conclusions.,0.0
"Well, let me just respond with regard to Social Security.",0.0
"When we took office, we discovered that the program that the Carter-Mondale administration had said would solve the fiscal problems of Social Security for the next 50 years wouldn't solve them for 5.",0.0
Social Security was due to go bankrupt before 1983.,0.0
"Any proposals that I made at that time were at the request of the chairman, a Democrat, of one of the leading committees, who said we have to do something before the program goes broke and the checks bounce.",0.0
"And so, we made a proposal.",0.0
"And then in 1982, they used that proposal in a demagogic fashion for the 1982 campaign.",0.0
"And 3 days after the election in 1982, they came to us and said, Social Security, we know, is broke.",0.0
"Indeed, we had to borrow $17 billion to pay the checks.",0.0
"And then I asked for a bipartisan commission, which I'd asked for from the beginning, to sit down and work out a solution.",0.0
"And so, the whole matter of what to do with Social Security has been resolved by bipartisan legislation, and it is on a sound basis now for as far as you can see into the next century.",0.0
"Well, I was raised to have a faith and a belief and have been a member of a church since I was a small boy.",0.0
"In our particular church, we did not use that term, ""born again,'' so I don't know whether I would fit that -- that particular term.",0.0
"But I have -- thanks to my mother, God rest her soul -- the firmest possible belief and faith in God.",0.0
"And I don't believe -- I believe, I should say, as Lincoln once said, that I could not -- I would be the most stupid man in the world if I thought I could confront the duties of the office I hold if I could not turn to someone who was stronger and greater than all others.",0.0
And I do resort to prayer.,0.0
"At the same time, however, I have not believed that prayer should be introduced into an election or be a part of a political campaign -- or religion a part of that campaign.",0.0
"As a matter of fact, I think religion became a part of this campaign when Mr. Mondale's running mate said I wasn't a good Christian.",0.0
"So, it does play a part in my life.",0.0
I have no hesitancy in saying so.,0.0
"And, as I say, I don't believe that I could carry on unless I had a belief in a higher authority and a belief that prayers are answered.",0.0
The answer to your question is very simple about why I don't go to church.,0.0
"I have gone to church regularly all my life, and I started to here in Washington.",0.0
"And now, in the position I hold and in the world in which we live, where Embassies do get blown up in Beirut -- we're supposed to talk about that on the debate the 21st, I understand -- but I pose a threat to several hundred people if I go to church.",0.0
I know the threats that are made against me.,0.0
We all know the possibility of terrorism.,0.0
We have seen the barricades that have had to be built around the White House.,0.0
"And, therefore, I don't feel -- and my minister knows this and supports me in this position -- I don't feel that I have a right to go to church, knowing that my being there could cause something of the kind that we have seen in other places, in Beirut, for example.",0.0
"And I miss going to church, but I think the Lord understands.",0.0
I am a son of a Methodist minister.,0.0
My wife is the daughter of a Presbyterian minister.,0.0
"And I don't know if I've been born again, but I know I was born into a Christian family.",0.0
And I believe I have sung at more weddings and more funerals than anybody ever to seek the Presidency.,0.0
"Whether that helps or not, I don't know.",0.0
I have a deep religious faith.,0.0
Our family does.,0.0
It is fundamental.,0.0
It's probably the reason that I'm in politics.,0.0
"I think our faith tells us, instructs us, about the moral life that we should lead.",0.0
And I think we're all together on that.,0.0
"What bothers me is this growing tendency to try to use one's own personal interpretation of faith politically, to question others' faith, and to try to use the instrumentalities of government to impose those views on others.",0.0
All history tells us that that's a mistake.,0.0
"When the Republican platform says that from here on out, we're going to have a religious test for judges before they're selected for the Federal court, and then Jerry Falwell announces that that means they get at least two Justices of the Supreme Court, I think that's an abuse of faith in our country.",0.0
This nation is the most religious nation on Earth -- more people go to church and synagogues than any other nation on Earth -- and it's because we kept the politicians and the state out of the personal exercise of our faith.,0.0
That's why faith in the United States is pure and unpolluted by the intervention of politicians.,1.0
"And I think if we want to continue -- as I do -- to have a religious nation, lets keep that line and never cross it.",0.0
Thank you.,0.0
No.,0.0
"A minister who is in civil rights or in the conservative movement, because he believes his faith instructs him to do that, I admire.",0.0
"The fact that the faith speaks to us and that we are moral people, hopefully, I accept and rejoice in.",0.0
It's when you try to use that to undermine the integrity of private political -- or private religious faith and the use of the state is where -- for the most personal decisions in American life -- that's where I draw the line.,0.0
"Yes, it's very difficult to rebut, because I find myself in so much agreement with Mr. Mondale.",0.0
"I, too, want that wall that is in the Constitution of separation of church and state to remain there.",0.0
"The only attacks I have made are on people who apparently would break away at that wall from the government side, using the government, using the power of the courts and so forth to hinder that part of the Constitution that says the government shall not only not establish a religion, it shall not inhibit the practice of religion.",0.0
"And they have been using these things to have government, through court orders, inhibit the practice of religion.",0.0
A child wants to say grace in a school cafeteria and a court rules that they can't do it because it's school property.,0.0
"These are they types of things that I think have been happening in a kind of a secular way that have been eroding that separation, and I am opposed to that.",0.0
"With regard to a platform on the Supreme Court, I can only say one thing about that.",0.0
I'll stand on my record on that.,0.0
"And if I have the opportunity to appoint any more, I'll do it in the same manner that I did in selecting her.",0.0
"The platform to which the President refers, in fact, calls for a religious test in the selection of judges.",0.0
And Jerry Falwell says that means we get two or three judges.,0.0
And it would involve a religious test for the first time in American life.,0.0
Let's take the example that the President cites.,0.0
I believe in prayer.,0.0
My family prays.,0.0
We've never had any difficulty finding time to pray.,0.0
But do we want a constitutional amendment adopted of the kind proposed by the President that gets the local politicians into the business of selecting prayers that our children must either recite in school or be embarrassed and asked to excuse themselves?,0.0
Who would write the prayer?,0.0
What would it say?,0.0
How would it be resolved when those disputes occur?,0.0
"It seems to me that a moment's reflection tells you why the United States Senate turned that amendment down, because it will undermine the practice of honest faith in our country by politicizing it.",0.0
We don't want that.,0.0
My answer is that this campaign isn't over yet.,0.0
"And when people vote, I think you're going to see a very strong verdict by the American people that they favor the approach that I'm talking about.",1.0
The American people want arms control.,1.0
They don't want this arms race.,0.0
And they don't want this deadly new effort to bring weapons into the heavens.,0.0
And they want an American foreign policy that leads toward a safer world.,0.0
"The American people see this debt, and they know it's got to come down.",1.0
"They see this tremendous influx and swamping of cheap foreign imports in this country that has cost over 3 million jobs, given farmers the worst year in American history.",0.0
"And they know this debt must come down as well, because it's unfair to our children.",0.0
The American people want this environment protected.,0.0
"They know that these toxic waste dumps should have been cleaned up a long time ago, and they know that people's lives and health are being risked, because we've had an administration that has been totally insensitive to the law and the demand for the protection of the environment.",1.0
The American people want their children educated.,0.0
"They want to get our edge back in science, and they want a policy headed by the President that helps close this gap that's widening between the United States and Europe and Japan.",0.0
The American people want to keep opening doors.,0.0
They want those civil rights laws enforced.,0.0
They want the equal rights amendment ratified.,0.0
They want equal pay for comparable effort for women.,0.0
"And they want it because they've understood from the beginning that when we open doors, we're all stronger, just as we were at the Olympics.",0.0
"I think as you make the case, the American people will increasingly come to our cause.",0.0
"Well, tonight we had the first debate over the deficit.",0.0
The President says it'll disappear automatically.,0.0
I've said it's going to take some work.,0.0
I think the American people will draw their own conclusions.,0.0
"Secondly, I've said that I will not support the cuts in Social Security and Medicare and the rest that the President has proposed.",0.0
"The President answers that it didn't happen or, if it did, it was resolved later in a commission.",0.0
"As the record develops, I think it's going to become increasingly clear that what I am saying and where I want to take this country is exactly where the country wants to go, and the comparison of approaches is such that I think will lead to further strength.",0.0
"Well, again, I'm running on the record.",0.0
I think sometimes Mr. Mondale's running away from his.,0.0
But I'm running on the record of what we have asked for.,0.0
"We'll continue to try to get things that we didn't get in a program that has already brought the rate of spending of government down from 17 percent to 6.1 percent, a program of returning authority and autonomy to the local and State governments that has been unjustly seized by the Federal Government.",0.0
"And you might find those words in a Democratic platform of some years ago -- I know, because I was a Democrat at that time.",0.0
"And I left the party eventually, because I could no longer follow the turn in the Democratic leadership that took us down an entirely different path, a path of centralizing authority in the Federal Government, lacking trust in the American people.",0.0
"I promised, when we took office, that we would reduce inflation.",0.0
"We have, to one-third of what it was.",0.0
I promised that we would reduce taxes.,0.0
That barely held even with -- if it did that much -- with the gigantic tax increase imposed in 1977.,0.0
But at least it took that burden away from them.,0.0
"I said that we would create jobs for our people, and we did -- 6 million in the last 20 or 21 months.",0.0
"I said that we would become respected in the world once again and that we would refurbish our national defense to the place that we could deal on the world scene and then seek disarmament, reduction of arms, and, hopefully, an elimination of nuclear weapons.",0.0
We have done that.,0.0
"All of the things that I said we would do, from inflation being down, interest rates being down, unemployment falling, all of those things we have done.",0.0
And I think this is something the American people see.,0.0
I think they also know that we had a commission that came in a year ago with a recommendation on education -- on excellence in education.,0.0
"And today, without the Federal Government being involved other than passing on to them, the school districts, the words from that commission, we find 35 States with task forces now dealing with their educational problems.",0.0
We find that schools are extending the curriculum to now have forced teaching of mathematics and science and so forth.,0.0
All of these things have brought an improvement in the college entrance exams for the first time in some 20 years.,0.0
"So, I think that many Democrats are seeing the same thing this Democrat saw: The leadership isn't taking us where we want to go.",0.0
"There are tasks that government legitimately should enforce and tasks that government performs well, and you've named some of them.",0.0
"Crime has come down the last 2 years, for the first time in many, many decades that it has come down -- or since we've kept records -- 2 consecutive years, and last year it came down the biggest drop in crime that we've had.",1.0
"I think that we've had something to do with that, just as we have with the drug problem nationwide.",1.0
"Yes, I feel as strongly as anyone about the preservation of the environment.",0.0
And now we're going back to budgeting for additional lands for our parks.,0.0
"We have added millions of acres to the wilderness lands, to the game refuges.",0.0
"I think that we're out in front of most -- and I see that the red light is blinking, so I can't continue.",0.0
"The President says that when the Democratic Party made its turn, he left it.",0.0
The year that he decided we had lost our way was the year that John F. Kennedy was running against Richard Nixon.,0.0
"I was chairman of ""Minnesotans for Kennedy;'' President Reagan was chairman of a thing called ""Democrats for Nixon.''",0.0
"Now, maybe we made a wrong turn with Kennedy, but I'll be proud of supporting him all of my life.",0.0
"And I'm very happy that John Kennedy was elected, because John Kennedy looked at the future with courage, saw what needed to be done, and understood his own government.",0.0
The President just said that his government is shrinking.,0.0
It's not.,0.0
It's now the largest peacetime government ever in terms of the take from the total economy.,0.0
"And instead of retreating -- instead of being strong where we should be strong, he wants to make it strong and intervene in the most private and personal questions in American life.",0.0
That's where government should not be.,0.0
"Before I campaigned as a Democrat for a Republican candidate for President, I had already voted for Dwight Eisenhower to be President of the United States.",0.0
"And so, my change had come earlier than that.",0.0
I hadn't gotten around to reregistering as yet.,0.0
I found that was rather difficult to do.,0.0
But I finally did it.,0.0
"There are some other things that have been said here -- back, and you said that I might be able to dredge them up.",0.0
Mr. Mondale referred to the farmers' worst year.,0.0
The farmers are not the victims of anything this administration has done.,0.0
"The farmers were the victims of the double-digit inflation and the 21\1/2\-percent interest rates of the Carter-Mondale administration and the grain embargo, which destroyed our reliability nationwide as a supplier.",0.0
"All of these things are presently being rectified, and I think that we are going to salvage the farmers.",0.0
"As a matter of fact, there has been less than one-quarter of 1 percent of foreclosures of the 270,000 loans from government that the farmers have.",0.0
I have believed that in the appointment of judges that all that was specified in the party platform was that they respect the sanctity of human life.,1.0
"Now, that I would want to see in any judge and with regard to any issue having to do with human life.",0.0
"But with regard to abortion, and I have a feeling that this is -- there's been some reference without naming it here in the remarks of Mr. Mondale tied to injecting religion into government.",0.0
"With me, abortion is not a problem of religion, it's a problem of the Constitution.",0.0
"I believe that until and unless someone can establish that the unborn child is not a living human being, then that child is already protected by the Constitution, which guarantees life, liberty, and the pursuit of happiness to all of us.",0.0
"And I think that this is what we should concentrate on, is trying -- I know there were weeks and weeks of testimony before a Senate committee, there were medical authorities, there were religious -- there were clerics there -- everyone talking about this matter of prolife.",0.0
"And at the end of all of that, not one shred of evidence was introduced that the unborn child was not alive.",0.0
"We have seen premature births that are now grown-up, happy people going around.",0.0
"Also, there is a strange dichotomy in this whole position about our courts ruling that abortion is not the taking of a human life.",0.0
"In California, sometime ago, a man beat a woman so savagely that her unborn child was born dead with a fractured skull, and the California State Legislature unanimously passed a law that was signed by the then-Democratic Governor -- signed a law that said that any man who so abuses a pregnant woman that he causes the death of her unborn child shall be charged with murder.",1.0
"Now, isn't it strange that that same woman could have taken the life of her unborn child, and it was abortion and not murder, but if somebody else does it, that's murder?",0.0
"So, this has been my feeling about abortion, that we have a problem now to determine -- and all the evidence so far comes down on the side of the unborn child being a living human being.",0.0
The laws regarding that always were State laws.,0.0
It was only when the Supreme Court handed down a decision that the Federal Government intervened in what had always been a State policy.,0.0
Our laws against murder are State laws.,0.0
"So, I would think that this would be the point of enforcement on this.",0.0
"As I say, I feel that we have a problem here to resolve.",0.0
And no one has approached it from that matter.,0.0
It does not happen that the church that I belong to had that as part of its dogma.,0.0
I know that some churches do.,0.0
"Now, it is a sin if you're taking a human life.",0.0
"At the same time, in our Judeo-Christian tradition, we recognize the right of taking a human life in self-defense.",0.0
"And therefore, I've always believed that a mother, if medically it is determined that her life is at risk if she goes through with the pregnancy, she has a right then to take the life of even her own unborn child in defense of her own.",0.0
This is one of the most emotional and difficult issues that could possibly be debated.,0.0
"I think your questions, however, underscore the fact there is probably no way that government should or could answer this question in every individual case and in the private lives of the American people.",0.0
The constitutional amendment proposed by President Reagan would make it a crime for a woman to have an abortion if she had been raped or suffered from incest.,0.0
"Is it really the view of the American people, however you feel on the question of abortion, that government ought to be reaching into your livingrooms and making choices like this?",0.0
"I think it cannot work, won't work, and will lead to all kinds of cynical evasions of the law.",0.0
Those who can afford to have them will continue to have them.,0.0
The disadvantaged will go out in the back alley as they used to do.,0.0
"I think these questions are inherently personal and moral, and every individual instance is different.",0.0
Every American should be aware of the seriousness of the step.,0.0
But there are some things that government can do and some things they cannot do.,0.0
"Now, the example that the President cites has nothing to do with abortion.",0.0
Somebody went to a woman and nearly killed her.,0.0
That's always been a serious crime and always should be a serious crime.,0.0
But how does that compare with the problem of a woman who is raped?,0.0
Do we really want those decisions made by judges who've been picked because they will agree to find the person guilty?,0.0
"I don't think so, and I think it's going in exactly the wrong direction.",0.0
"In America, on basic moral questions we have always let the people decide in their own personal lives.",0.0
We haven't felt so insecure that we've reached for the club of state to have our point of view.,0.0
It's been a good instinct.,0.0
And we're the most religious people on Earth.,0.0
"One final point: President Reagan, as Governor of California, signed a bill which is perhaps the most liberal proabortion bill of any State in the Union.",0.0
"The basic decision of the Supreme Court is that each person has to make this judgment in her own life, and that's the way it's been done.",0.0
"And it's a personal and private, moral judgment.",0.0
I don't know the answer to when life begins.,0.0
"And it's not that simple, either.",0.0
You've got another life involved.,0.0
"And if it's rape, how do you draw moral judgments on that?",0.0
"If it's incest, how do you draw moral judgments on that?",0.0
Does every woman in America have to present herself before some judge picked by Jerry Falwell to clear her personal judgment?,0.0
It won't work.,0.0
"Well, with regard to this being a personal choice, isn't that what a murderer is insisting on, his or her right to kill someone because of whatever fault they think justifies that?",0.0
"Now, I'm not capable, and I don't think you are, any of us, to make this determination that must be made with regard to human life.",0.0
I am simply saying that I believe that that's where the effort should be directed -- to make that determination.,0.0
I don't think that any of us should be called upon here to stand and make a decision as to what other things might come under the self-defense tradition.,0.0
"That, too, would have to be worked out then, when you once recognize that we're talking about a life.",0.0
"But in this great society of ours, wouldn't it make a lot more sense, in this gentle and kind society, if we had a program that made it possible for when incidents come along in which someone feels they must do away with that unborn child, that instead we make it available for the adoption?",0.0
There are a million and a half people out there standing in line waiting to adopt children who can't have them any other way.,0.0
"I agree with that, and that's why I was a principal sponsor of a liberal adoption law, so that more of these children could come to term, so that the young mothers were educated, so we found an option, an alternative.",0.0
I'm all for that.,0.0
But the question is whether this other option proposed by the President should be pursued.,0.0
And I don't agree with it.,0.0
"Since I've got about 20 seconds, let me just say one thing.",0.0
The question of agriculture came up a minute ago.,0.0
"Net farm income is off 50 percent in the last 3 years, and every farmer knows it.",0.0
"And the effect of these economic policies is like a massive grain embargo, which has caused farm exports to drop 20 percent.",0.0
It's been a big failure.,0.0
I opposed the grain embargo in my administration.,0.0
I'm opposed to these policies as well.,0.0
"In my opinion, as we deal with this deficit, people from about $70,000 a year on down have to be dealt with very, very carefully, because they are the ones who didn't get any relief the first time around.",0.0
"Under the 1981 tax bill, people making $200,000 a year got $60,000 in tax relief over 3 years, while people making $30,000 a year, all taxes considered, got no relief at all or their taxes actually went up.",0.0
"That's why my proposal protects everybody from $25,000 a year or less against any tax increases, and treats those $70,000 and under in a way that is more beneficial than the way the President proposes with a sales tax or a flat tax.",0.0
What does this mean in real life?,0.0
"Well, the other day, Vice President Bush disclosed his tax returns to the American people.",1.0
"He's one of the wealthiest Americans, and he's our Vice President.",1.0
In 1981 I think he paid about 40 percent in taxes.,1.0
"In 1983, as a result of these tax preferences, he paid a little over 12 percent, 12.8 percent in taxes.",1.0
That meant that he paid a lower percent in taxes than the janitor who cleaned up his office or the chauffeur who drives him to work.,1.0
And that's why I've proposed what I think is a fair and a responsible proposal that helps protect these people who've already got no relief or actually got a tax increase.,0.0
"The first thing is, everybody 25,000 and under would have no tax increase.",0.0
"Mr. Reagan, after the election, is going to have to propose a tax increase, and you will have to compare what he proposes.",0.0
And his Secretary of the Treasury said he's studying a sales tax or a value-added tax.,0.0
They're the same thing.,0.0
They hit middle- and moderate-income Americans and leave wealthy Americans largely untouched.,0.0
"Up until about $70,000, as you go up the ladder, my proposals will be far more beneficial.",0.0
"As soon as we get the economy on a sound ground as well, I'd like to see the total repeal of indexing.",0.0
I don't think we can do that for a few years.,0.0
"But at some point, we want to do that as well.",0.0
"You know, I wasn't going to say this at all, but I can't help it.",0.0
There you go again.,0.0
[Laughter] I don't have a plan to tax -- or increase taxes.,0.0
I'm not going to increase taxes.,0.0
"I can understand why you are, Mr. Mondale, because as a Senator you voted 16 times to increase taxes.",0.0
"Now, I believe that our problem has not been that anybody in our country is undertaxed; it's that government is overfed.",0.0
And I think that most of our people -- this is why we had a 25-percent tax cut across the board which maintained the same progressivity of our tax structure in the brackets on up.,0.0
"And, as a matter of fact, it just so happens that in the quirks of administering these taxes, those above $50,000 actually did not get quite as big a tax cut percentage-wise as did those from 50,000 down.",0.0
"From 50,000 down, those people paid two-thirds of the taxes, and those people got two-thirds of the tax cut.",0.0
"Now, the Social Security tax of '77 -- this indeed was a tax that hit people in the lower brackets the hardest.",0.0
It had two features.,0.0
It had several tax increases phased in over a period of time -- there are two more yet to come between now and 1989.,0.0
"At the same time every year, it increased the amount of money -- virtually every year, there may have been one or two that were skipped in there -- that was subject to that tax.",0.0
"Today it is up to about $38,000 of earnings that is subject to the payroll tax for Social Security.",0.0
"And that tax, there are no deductions, so a person making anywhere from 10, 15, 20 -- they're paying that tax on the full gross earnings that they have after they have already paid an income tax on that same amount of money.",0.0
"Now, I don't think that to try and say that we were taxing the rich, and not the other way around, it just doesn't work out that way.",0.0
"The system is still where it was with regard to the progressivity, as I've said, and that has not been changed.",0.0
"But if you take it in numbers of dollars instead of percentage, yes, you could say, well, that person got 10 times as much as this other person.",0.0
"Yes, but he paid 10 times as much, also.",0.0
"But if you take it in percentages, then you find out that it is fair and equitable across the board.",0.0
"Yes, I had used -- ""last resort'' would always be with me.",0.0
"If you got the Government down to the lowest level, that you yourself could say it could not go any lower and still perform the services for the people, and if the recovery was so complete that you knew you were getting the ultimate amount of revenues that you could get through that growth, and there was still some slight difference there between those two lines, then I had said once that, yes, you would have to then look to see if taxes should not be adjusted.",0.0
"I don't foresee those things happening, so I say with great confidence I'm not going to go for a tax.",0.0
"With regard to assailing Mr. Bush about his tax problems and the difference from the tax he once paid and then the later tax he paid, I think if you looked at the deductions, there were great legal expenses in there -- had to do, possibly, with the sale of his home, and they had to do with his setting up of a blind trust.",0.0
"All of those are legally deductions, deductible in computing your tax, and it was a 1-year thing with him.",0.0
"Well, first of all, I gave him the benefit of the doubt on the house deal.",0.0
"I'm just talking about the 12.8 percent that he paid, and that's what's happening all over this country with wealthy Americans.",0.0
